"","sampling","plot","treatment","species","abundance","height","Cb","Db","Cm","Dm","datenew","month"
"2996","1may",1,"w","fear",6,69,NA,NA,NA,NA,2023-05-16,5
"2997","1may",1,"w","fear",6,62,NA,NA,NA,NA,2023-05-16,5
"2998","1may",14,"c","plla",6,79.5,NA,NA,NA,NA,2023-05-16,5
"2999","1may",14,"c","plla",6,71,NA,NA,NA,NA,2023-05-16,5
"3000","1may",14,"c","plla",6,36.5,NA,NA,NA,NA,2023-05-16,5
"3001","1may",14,"c","poan",6,78,NA,NA,NA,NA,2023-05-16,5
"3002","1may",14,"c","poan",6,70,NA,NA,NA,NA,2023-05-16,5
"3003","1may",14,"c","poan",6,69,NA,NA,NA,NA,2023-05-16,5
"3004","1may",14,"c","poan",6,62,NA,NA,NA,NA,2023-05-16,5
"3005","1may",14,"c","poan",6,50,NA,NA,NA,NA,2023-05-16,5
"3006","1may",2,"c","rapa",6,27,NA,NA,NA,NA,2023-05-16,5
"3007","1may",2,"c","rapa",6,27,NA,NA,NA,NA,2023-05-16,5
"3008","1may",2,"c","rapa",6,23,NA,NA,NA,NA,2023-05-16,5
"3009","1may",2,"c","rapa",6,14,NA,NA,NA,NA,2023-05-16,5
"3010","1may",14,"c","tono",6,39,NA,NA,NA,NA,2023-05-16,5
"3011","1may",14,"c","tono",6,29,NA,NA,NA,NA,2023-05-16,5
"3012","1may",7,"c","tono",6,27,NA,NA,NA,NA,2023-05-16,5
"3013","1may",7,"c","tono",6,25,NA,NA,NA,NA,2023-05-16,5
"3014","1may",7,"c","tono",6,19,NA,NA,NA,NA,2023-05-16,5
"3015","1may",14,"c","tono",6,17,NA,NA,NA,NA,2023-05-16,5
"3016","1may",1,"w","trdu",6,46,NA,NA,NA,NA,2023-05-16,5
"3017","1may",1,"w","trdu",6,38,NA,NA,NA,NA,2023-05-16,5
"3018","1may",1,"w","trdu",6,30.5,NA,NA,NA,NA,2023-05-16,5
"3019","1may",1,"w","trdu",6,23,NA,NA,NA,NA,2023-05-16,5
"3020","1may",14,"c","visa",6,54,NA,NA,NA,NA,2023-05-16,5
"3021","1may",14,"c","visa",6,44.5,NA,NA,NA,NA,2023-05-16,5
"3022","1may",14,"c","visa",6,38.5,NA,NA,NA,NA,2023-05-16,5
"3023","10oct",1,"w","cadi",6,43,32,NA,5.2,NA,2023-10-16,10
"3024","10oct",3,"p","coar",6,27,1.4,NA,1.3,NA,2023-10-16,10
"3025","10oct",13,"wp","ni_p13_1",6,26,5,NA,4.1,NA,2023-10-16,10
"3026","10oct",3,"p","coar",6,23,2.5,NA,2.5,NA,2023-10-16,10
"3027","10oct",5,"wp","plla",6,23,6,NA,2.3,NA,2023-10-16,10
"3028","10oct",3,"p","coar",6,21.5,1.7,NA,2.3,NA,2023-10-16,10
"3029","10oct",3,"p","coar",6,21,1.5,NA,1.9,NA,2023-10-16,10
"3030","10oct",3,"p","coar",6,20.5,2.6,NA,2.2,NA,2023-10-16,10
"3031","10oct",5,"wp","plla",6,20,4,NA,1.1,NA,2023-10-16,10
"3032","10oct",10,"p","lyar",6,19,3.9,NA,5.8,NA,2023-10-16,10
"3033","10oct",13,"wp","ni_p13_1",6,19,0.9,NA,NA,0.02,2023-10-16,10
"3034","10oct",6,"p","shar",6,19,3,NA,2.5,NA,2023-10-16,10
"3035","10oct",10,"p","mean",6,17.5,3.2,NA,2.3,NA,2023-10-16,10
"3036","10oct",10,"p","mean",6,16,1.5,NA,2.4,NA,2023-10-16,10
"3037","10oct",6,"p","shar",6,16,1.5,NA,1.1,NA,2023-10-16,10
"3038","10oct",13,"wp","ni_p13_1",6,14,1.5,NA,NA,0.02,2023-10-16,10
"3039","10oct",13,"wp","ni_p13_1",6,14,1.2,NA,1.1,NA,2023-10-16,10
"3040","10oct",10,"p","lyar",6,7.5,NA,0.09,NA,0.11,2023-10-16,10
"3041","10oct",13,"wp","shar",6,6.5,NA,0.04,NA,0.05,2023-10-16,10
"3042","10oct",6,"p","shar",6,6,NA,0.05,NA,0.03,2023-10-16,10
"3043","10oct",13,"wp","shar",6,4.5,NA,0.03,NA,0.03,2023-10-16,10
"3044","10oct",10,"p","mean",6,4,NA,0.11,NA,0.08,2023-10-16,10
"3045","10oct",13,"wp","shar",6,4,NA,0.05,NA,0.04,2023-10-16,10
"3046","10oct",13,"wp","shar",6,4,NA,0.04,NA,0.06,2023-10-16,10
"3047","10oct",6,"p","shar",6,3,NA,0.01,NA,0.02,2023-10-16,10
"3048","10oct",13,"wp","shar",6,1.5,NA,0.04,NA,0.03,2023-10-16,10
"3049","10oct",6,"p","shar",6,1,NA,0.01,NA,0.02,2023-10-16,10
"3050","11nov",8,"w","ni_p8_2",6,31,1.2,NA,1.5,NA,2023-11-13,11
"3051","11nov",8,"w","ni_p8_2",6,26,NA,0.04,NA,0.02,2023-11-13,11
"3052","11nov",3,"p","shar",6,23,4,NA,4,NA,2023-11-13,11
"3053","11nov",3,"p","shar",6,20,2,NA,3,NA,2023-11-13,11
"3054","11nov",4,"wp","shar",6,18,1.8,NA,1.7,NA,2023-11-13,11
"3055","11nov",8,"w","ni_p8_2",6,18,NA,0.06,NA,0.05,2023-11-13,11
"3056","11nov",15,"p","shar",6,16,5.4,NA,4.8,NA,2023-11-13,11
"3057","11nov",3,"p","fear",6,16,2,NA,1.5,NA,2023-11-13,11
"3058","11nov",15,"p","shar",6,15,4.5,NA,4.3,NA,2023-11-13,11
"3059","11nov",3,"p","ni_p3_3",6,15,2.6,NA,1,NA,2023-11-13,11
"3060","11nov",3,"p","fear",6,15,6,NA,3.2,NA,2023-11-13,11
"3061","11nov",4,"wp","shar",6,14,2.5,NA,2,NA,2023-11-13,11
"3062","11nov",3,"p","fear",6,13,2.5,NA,2,NA,2023-11-13,11
"3063","11nov",4,"wp","vepe",6,13,1.4,NA,2.8,NA,2023-11-13,11
"3064","11nov",4,"wp","shar",6,12,2.1,NA,2.4,NA,2023-11-13,11
"3065","11nov",3,"p","plla",6,11,5,NA,3.3,NA,2023-11-13,11
"3066","11nov",4,"wp","vepe",6,11,2.2,NA,3,NA,2023-11-13,11
"3067","11nov",1,"w","visa",6,10,NA,0.02,NA,0.04,2023-11-13,11
"3068","11nov",3,"p","ni_p3_3",6,10,2,NA,1.5,NA,2023-11-13,11
"3069","11nov",3,"p","plla",6,9.5,5,NA,4,NA,2023-11-13,11
"3070","11nov",1,"w","visa",6,9,NA,0.01,NA,0.03,2023-11-13,11
"3071","11nov",15,"p","shar",6,9,3.7,NA,1.2,NA,2023-11-13,11
"3072","11nov",3,"p","ni_p3_3",6,9,4,NA,2.6,NA,2023-11-13,11
"3073","11nov",1,"w","visa",6,8,NA,0.01,NA,0.04,2023-11-13,11
"3074","11nov",1,"w","visa",6,8,NA,0.03,NA,0.03,2023-11-13,11
"3075","11nov",14,"c","visa",6,8,NA,0.01,NA,0.02,2023-11-13,11
"3076","11nov",3,"p","shar",6,8,NA,0.06,NA,0.03,2023-11-13,11
"3077","11nov",4,"wp","vepe",6,8,NA,0.17,1.5,NA,2023-11-13,11
"3078","11nov",4,"wp","shar",6,8,1.5,NA,1.4,NA,2023-11-13,11
"3079","11nov",9,"w","bepe",6,7.5,1.5,NA,2,NA,2023-11-13,11
"3080","11nov",1,"w","visa",6,7,NA,0.03,NA,0.05,2023-11-13,11
"3081","11nov",14,"c","visa",6,7,NA,0.02,NA,0.02,2023-11-13,11
"3082","11nov",3,"p","ni_p3_3",6,7,2.5,NA,1.5,NA,2023-11-13,11
"3083","11nov",3,"p","gedi",6,7,1,NA,0.6,NA,2023-11-13,11
"3084","11nov",3,"p","gedi",6,7,NA,0.15,0.9,NA,2023-11-13,11
"3085","11nov",4,"wp","shar",6,6.5,NA,0.06,NA,0.17,2023-11-13,11
"3086","11nov",9,"w","bepe",6,6.5,4,NA,5,NA,2023-11-13,11
"3087","11nov",14,"c","visa",6,6,NA,0.01,NA,0.01,2023-11-13,11
"3088","11nov",15,"p","shar",6,6,1.5,NA,1,NA,2023-11-13,11
"3089","11nov",3,"p","ni_p3_3",6,6,2,NA,1.1,NA,2023-11-13,11
"3090","11nov",4,"wp","vepe",6,6,NA,0.07,NA,0.04,2023-11-13,11
"3091","11nov",5,"wp","mear",6,6,NA,0.06,NA,0.02,2023-11-13,11
"3092","11nov",4,"wp","vepe",6,5.8,NA,0.15,NA,0.07,2023-11-13,11
"3093","11nov",15,"p","shar",6,5.5,1.8,NA,1.5,NA,2023-11-13,11
"3094","11nov",14,"c","visa",6,5,NA,0.01,NA,0.02,2023-11-13,11
"3095","11nov",3,"p","shar",6,5,0.6,NA,0.6,NA,2023-11-13,11
"3096","11nov",5,"wp","mear",6,5,NA,0.03,NA,0.03,2023-11-13,11
"3097","11nov",3,"p","shar",6,4,NA,0.02,NA,0.02,2023-11-13,11
"3098","11nov",3,"p","gedi",6,4,NA,0.11,NA,0.08,2023-11-13,11
"3099","11nov",3,"p","gedi",6,4,0.6,NA,0.6,NA,2023-11-13,11
"3100","11nov",5,"wp","mear",6,4,NA,0.04,NA,0.03,2023-11-13,11
"3101","11nov",5,"wp","mear",6,4,NA,0.03,NA,0.02,2023-11-13,11
"3102","11nov",5,"wp","mear",6,3,NA,0.01,NA,0.01,2023-11-13,11
"3103","11nov",14,"c","visa",6,2.5,NA,0.02,NA,0.02,2023-11-13,11
"3104","11nov",12,"wp","rapa",6,2.5,NA,0.18,NA,0.08,2023-11-13,11
"3105","11nov",12,"wp","rapa",6,2.5,NA,0.07,NA,0.02,2023-11-13,11
"3106","11nov",12,"wp","rapa",6,2,NA,0.07,NA,0.06,2023-11-13,11
"3107","11nov",12,"wp","rapa",6,2,NA,0.1,NA,0.03,2023-11-13,11
"3108","11nov",12,"wp","rapa",6,2,NA,0.07,NA,0.02,2023-11-13,11
"3109","2jun",8,"w","mear",6,71,NA,NA,NA,NA,2023-06-14,6
"3110","2jun",11,"c","mear",6,52,NA,NA,NA,NA,2023-06-14,6
"3111","2jun",14,"c","mear",6,51,NA,NA,NA,NA,2023-06-14,6
"3112","2jun",11,"c","mear",6,49,NA,NA,NA,NA,2023-06-14,6
"3113","2jun",11,"c","mear",6,47,NA,NA,NA,NA,2023-06-14,6
"3114","2jun",14,"c","mear",6,44,NA,NA,NA,NA,2023-06-14,6
"3115","2jun",11,"c","mear",6,43,NA,NA,NA,NA,2023-06-14,6
"3116","2jun",11,"c","mear",6,40,NA,NA,NA,NA,2023-06-14,6
"3117","2jun",8,"w","mear",6,38.5,NA,NA,NA,NA,2023-06-14,6
"3118","2jun",14,"c","mear",6,37,NA,NA,NA,NA,2023-06-14,6
"3119","2jun",8,"w","mear",6,37,NA,NA,NA,NA,2023-06-14,6
"3120","2jun",14,"c","mear",6,35,NA,NA,NA,NA,2023-06-14,6
"3121","2jun",1,"w","plla",6,65,NA,NA,NA,NA,2023-06-14,6
"3122","2jun",1,"w","plla",6,33,NA,NA,NA,NA,2023-06-14,6
"3123","2jun",1,"w","plla",6,31,NA,NA,NA,NA,2023-06-14,6
"3124","2jun",1,"w","plla",6,27,NA,NA,NA,NA,2023-06-14,6
"3125","2jun",11,"c","poan",6,65,NA,NA,NA,NA,2023-06-14,6
"3126","2jun",11,"c","poan",6,63,NA,NA,NA,NA,2023-06-14,6
"3127","2jun",11,"c","poan",6,61.5,NA,NA,NA,NA,2023-06-14,6
"3128","2jun",11,"c","poan",6,59,NA,NA,NA,NA,2023-06-14,6
"3129","2jun",11,"c","poan",6,57.5,NA,NA,NA,NA,2023-06-14,6
"3130","2jun",11,"c","poan",6,55,NA,NA,NA,NA,2023-06-14,6
"3131","2jun",9,"w","rabu",6,68.5,NA,NA,NA,NA,2023-06-14,6
"3132","2jun",9,"w","rabu",6,67,NA,NA,NA,NA,2023-06-14,6
"3133","2jun",9,"w","rabu",6,62,NA,NA,NA,NA,2023-06-14,6
"3134","2jun",11,"c","rabu",6,51,NA,NA,NA,NA,2023-06-14,6
"3135","2jun",11,"c","rabu",6,40,NA,NA,NA,NA,2023-06-14,6
"3136","2jun",14,"c","shar",6,42,NA,NA,NA,NA,2023-06-14,6
"3137","2jun",14,"c","shar",6,40,NA,NA,NA,NA,2023-06-14,6
"3138","2jun",14,"c","shar",6,39,NA,NA,NA,NA,2023-06-14,6
"3139","2jun",14,"c","shar",6,39,NA,NA,NA,NA,2023-06-14,6
"3140","2jun",14,"c","shar",6,35,NA,NA,NA,NA,2023-06-14,6
"3141","3jun",14,"c","plla",6,83,6,NA,2.8,NA,2023-06-28,6
"3142","3jun",16,"w","fear",6,66,8,NA,3.2,NA,2023-06-28,6
"3143","3jun",7,"c","plla",6,57,3.5,NA,2.5,NA,2023-06-28,6
"3144","3jun",14,"c","plla",6,50,4,NA,2,NA,2023-06-28,6
"3145","3jun",3,"p","pore",6,39,3,NA,1.3,NA,2023-06-28,6
"3146","3jun",1,"w","hyra",6,35,2.5,NA,0.6,NA,2023-06-28,6
"3147","3jun",1,"w","hyra",6,34,2,NA,0.07,NA,2023-06-28,6
"3148","3jun",14,"c","plla",6,34,1.5,NA,2,NA,2023-06-28,6
"3149","3jun",7,"c","plla",6,32,1.5,NA,1.5,NA,2023-06-28,6
"3150","3jun",3,"p","pore",6,28,2.1,NA,2.1,NA,2023-06-28,6
"3151","3jun",1,"w","hyra",6,26,4.5,NA,4,NA,2023-06-28,6
"3152","3jun",3,"p","pore",6,15,2.5,NA,1.6,NA,2023-06-28,6
"3153","3jun",3,"p","pore",6,8.5,3.2,NA,0.9,NA,2023-06-28,6
"3154","3jun",6,"p","shar",6,8.5,1.4,NA,1.2,NA,2023-06-28,6
"3155","3jun",6,"p","shar",6,8,2,NA,1.2,NA,2023-06-28,6
"3156","3jun",6,"p","shar",6,7.5,105,NA,1.3,NA,2023-06-28,6
"3157","3jun",6,"p","shar",6,7,1.5,NA,1.5,NA,2023-06-28,6
"3158","3jun",6,"p","shar",6,7,1.5,NA,1,NA,2023-06-28,6
"3159","4jul",14,"c","coar",6,63,NA,0.14,1,NA,2023-07-11,7
"3160","4jul",14,"c","coar",6,50,NA,0.14,NA,0.13,2023-07-11,7
"3161","4jul",14,"c","coar",6,43,NA,0.16,1.2,NA,2023-07-11,7
"3162","4jul",13,"wp","dagl",6,30,2.2,NA,1.2,NA,2023-07-11,7
"3163","4jul",14,"c","coar",6,28,NA,0.11,NA,0.71,2023-07-11,7
"3164","4jul",14,"c","coar",6,27,NA,0.06,NA,0.07,2023-07-11,7
"3165","4jul",5,"wp","poan",6,27,2,NA,1.3,NA,2023-07-11,7
"3166","4jul",3,"p","dagl",6,26,11.4,NA,4.5,NA,2023-07-11,7
"3167","4jul",5,"wp","poan",6,26,2.5,NA,1.2,NA,2023-07-11,7
"3168","4jul",5,"wp","poan",6,24,1.2,NA,1,NA,2023-07-11,7
"3169","4jul",13,"wp","dagl",6,23,1.4,NA,0.9,NA,2023-07-11,7
"3170","4jul",13,"wp","dagl",6,22,1.1,NA,0.9,NA,2023-07-11,7
"3171","4jul",5,"wp","poan",6,22,1.9,NA,1,NA,2023-07-11,7
"3172","4jul",3,"p","elre",6,20,1.1,NA,1.4,NA,2023-07-11,7
"3173","4jul",3,"p","elre",6,19,2.2,NA,1.9,NA,2023-07-11,7
"3174","4jul",13,"wp","dagl",6,18,0.8,NA,0.5,NA,2023-07-11,7
"3175","4jul",5,"wp","poan",6,18,1.8,NA,1,NA,2023-07-11,7
"3176","4jul",3,"p","elre",6,17.5,1.4,NA,1.4,NA,2023-07-11,7
"3177","4jul",6,"p","coar",6,15,1.5,NA,1.2,NA,2023-07-11,7
"3178","4jul",6,"p","shar",6,15,NA,0.2,2,NA,2023-07-11,7
"3179","4jul",3,"p","elre",6,14.5,1.3,NA,1.6,NA,2023-07-11,7
"3180","4jul",13,"wp","dagl",6,14,0.7,NA,0.5,NA,2023-07-11,7
"3181","4jul",6,"p","coar",6,14,NA,0.26,NA,0.07,2023-07-11,7
"3182","4jul",3,"p","elre",6,13.5,2.5,NA,2.5,NA,2023-07-11,7
"3183","4jul",6,"p","shar",6,10,NA,0.18,1,NA,2023-07-11,7
"3184","4jul",6,"p","shar",6,10,NA,0.12,1.5,NA,2023-07-11,7
"3185","4jul",6,"p","shar",6,9,NA,0.21,NA,0.12,2023-07-11,7
"3186","4jul",6,"p","shar",6,9,NA,0.14,2.5,NA,2023-07-11,7
"3187","4jul",6,"p","coar",6,8,NA,0.2,NA,0.12,2023-07-11,7
"3188","5jul",16,"w","cadi",6,56,4.9,NA,3,NA,2023-07-26,7
"3189","5jul",3,"p","lyar",6,25,3,NA,4.3,NA,2023-07-26,7
"3190","5jul",3,"p","coar",6,22,3.8,NA,3,NA,2023-07-26,7
"3191","5jul",10,"p","he",6,21,5,NA,4.5,NA,2023-07-26,7
"3192","5jul",8,"w","coar",6,21,NA,0.14,1.5,NA,2023-07-26,7
"3193","5jul",15,"p","elre",6,20,1.1,NA,16,NA,2023-07-26,7
"3194","5jul",8,"w","coar",6,20,0.9,NA,2.1,NA,2023-07-26,7
"3195","5jul",3,"p","coar",6,17.5,1.6,NA,2.5,NA,2023-07-26,7
"3196","5jul",8,"w","coar",6,17,1,0.14,1.8,NA,2023-07-26,7
"3197","5jul",3,"p","coar",6,12.5,2.5,NA,3,NA,2023-07-26,7
"3198","5jul",4,"wp","vepe",6,11.5,NA,0.06,0.7,NA,2023-07-26,7
"3199","6aug",7,"c","pore",6,70,1.9,NA,2.2,NA,2023-08-22,8
"3200","6aug",8,"w","coar",6,30,1.5,NA,1.3,NA,2023-08-22,8
"3201","6aug",16,"w","dagl",6,29,15,NA,5.5,NA,2023-08-22,8
"3202","6aug",9,"w","trre",6,24,0.21,NA,1.8,NA,2023-08-22,8
"3203","6aug",3,"p","plla",6,23,9,NA,3.5,NA,2023-08-22,8
"3204","6aug",3,"p","coar",6,22,3.5,NA,2,NA,2023-08-22,8
"3205","6aug",13,"wp","ni_p13_1",6,21,3.5,NA,2,NA,2023-08-22,8
"3206","6aug",8,"w","coar",6,21,NA,0.15,1.9,NA,2023-08-22,8
"3207","6aug",3,"p","coar",6,18,2.5,NA,2,NA,2023-08-22,8
"3208","6aug",15,"p","plla",6,17,3.3,NA,1.9,NA,2023-08-22,8
"3209","6aug",3,"p","coar",6,17,2,NA,1.2,NA,2023-08-22,8
"3210","6aug",8,"w","coar",6,17,1,NA,1.3,NA,2023-08-22,8
"3211","6aug",13,"wp","ni_p13_1",6,16,2.5,NA,2,NA,2023-08-22,8
"3212","6aug",9,"w","trre",6,15,NA,0.1,NA,0.1,2023-08-22,8
"3213","6aug",3,"p","coar",6,11,NA,0.11,1.4,NA,2023-08-22,8
"3214","6aug",3,"p","coar",6,10,2,NA,2.1,NA,2023-08-22,8
"3215","6aug",15,"p","plla",6,7,2.6,NA,2.4,NA,2023-08-22,8
"3216","6aug",7,"c","pore",6,4,NA,0.02,NA,0.03,2023-08-22,8
"3217","7sep",9,"w","dagl",6,27,24,NA,6.5,NA,2023-09-04,9
"3218","7sep",14,"c","elre",6,26,1.1,NA,0.9,NA,2023-09-04,9
"3219","7sep",10,"p","ch",6,23.5,NA,0.26,2.1,NA,2023-09-04,9
"3220","7sep",14,"c","elre",6,23,1.9,NA,1.7,NA,2023-09-04,9
"3221","7sep",3,"p","dagl",6,20,2.4,NA,1.6,NA,2023-09-04,9
"3222","7sep",3,"p","dagl",6,20,8,NA,3.5,NA,2023-09-04,9
"3223","7sep",15,"p","ni_p15_4",6,19,3,NA,1.6,NA,2023-09-04,9
"3224","7sep",15,"p","coar",6,18,NA,0.12,NA,0.06,2023-09-04,9
"3225","7sep",14,"c","elre",6,15,1.6,NA,1.4,NA,2023-09-04,9
"3226","7sep",15,"p","coar",6,15,2,NA,0.8,NA,2023-09-04,9
"3227","7sep",3,"p","fear",6,14,3,NA,2.1,NA,2023-09-04,9
"3228","7sep",15,"p","ni_p15_4",6,13.5,1.8,NA,1.5,NA,2023-09-04,9
"3229","7sep",3,"p","fear",6,13.5,5,NA,3.5,NA,2023-09-04,9
"3230","7sep",15,"p","ni_p15_4",6,13,1,NA,0.9,NA,2023-09-04,9
"3231","7sep",3,"p","shar",6,13,2.1,NA,2.5,NA,2023-09-04,9
"3232","7sep",6,"p","coar",6,12.5,2.5,NA,2.4,NA,2023-09-04,9
"3233","7sep",15,"p","ni_p15_4",6,12,2.4,NA,1.8,NA,2023-09-04,9
"3234","7sep",3,"p","fear",6,12,2.1,NA,1.4,NA,2023-09-04,9
"3235","7sep",10,"p","ch",6,11.5,NA,0.05,1.8,NA,2023-09-04,9
"3236","7sep",15,"p","coar",6,11,3,NA,1.3,NA,2023-09-04,9
"3237","7sep",15,"p","ni_p15_4",6,10,1.5,NA,1,NA,2023-09-04,9
"3238","7sep",15,"p","mear",6,7,5,NA,4,NA,2023-09-04,9
"3239","7sep",15,"p","ni_p15_4",6,7,1.7,NA,1.3,NA,2023-09-04,9
"3240","7sep",3,"p","shar",6,7,NA,0.17,1.9,NA,2023-09-04,9
"3241","7sep",6,"p","coar",6,6.5,1.4,NA,NA,0.07,2023-09-04,9
"3242","7sep",15,"p","coar",6,6,NA,0.11,NA,0.08,2023-09-04,9
"3243","7sep",15,"p","coar",6,5,1,NA,0.7,NA,2023-09-04,9
"3244","7sep",15,"p","mear",6,5,2,NA,2.3,NA,2023-09-04,9
"3245","7sep",6,"p","coar",6,5,NA,0.06,NA,0.02,2023-09-04,9
"3246","7sep",6,"p","coar",6,4.5,1.6,NA,1.7,NA,2023-09-04,9
"3247","8sep",8,"w","pore",6,95,NA,0.21,0.9,NA,2023-09-18,9
"3248","8sep",8,"w","pore",6,57,1.5,NA,NA,0.13,2023-09-18,9
"3249","8sep",7,"c","elre",6,28,0.9,NA,0.7,NA,2023-09-18,9
"3250","8sep",7,"c","elre",6,25,0.9,NA,0.7,NA,2023-09-18,9
"3251","8sep",3,"p","dagl",6,24,3.5,NA,2.5,NA,2023-09-18,9
"3252","8sep",7,"c","elre",6,21,1,NA,0.7,NA,2023-09-18,9
"3253","8sep",11,"c","trre",6,19,NA,0.26,NA,0.22,2023-09-18,9
"3254","8sep",7,"c","elre",6,19,1.2,NA,0.9,NA,2023-09-18,9
"3255","8sep",7,"c","elre",6,17,1.5,NA,1.2,NA,2023-09-18,9
"3256","8sep",10,"p","mean",6,16,NA,0.21,3.1,NA,2023-09-18,9
"3257","8sep",10,"p","mean",6,13.5,1.9,NA,1.7,NA,2023-09-18,9
"3258","8sep",11,"c","trre",6,13.5,NA,0.15,NA,0.22,2023-09-18,9
"3259","8sep",13,"wp","cadi",6,12,8.5,NA,3,NA,2023-09-18,9
"3260","8sep",8,"w","pore",6,12,NA,0.04,NA,0.02,2023-09-18,9
"3261","8sep",10,"p","ni_p10_6",6,11,2.2,NA,3.2,NA,2023-09-18,9
"3262","8sep",10,"p","lyar",6,10,3.5,NA,5,NA,2023-09-18,9
"3263","8sep",11,"c","trre",6,10,NA,0.21,NA,0.2,2023-09-18,9
"3264","8sep",11,"c","trre",6,6,NA,0.18,NA,0.19,2023-09-18,9
"3265","9oct",8,"w","pore",6,63,1.5,NA,NA,0.12,2023-10-04,10
"3266","9oct",9,"w","fear",6,30,8.8,NA,5.1,NA,2023-10-04,10
"3267","9oct",13,"wp","ni_p13_3",6,21,11,NA,1.8,NA,2023-10-04,10
"3268","9oct",11,"c","plla",6,12.5,4,NA,5,NA,2023-10-04,10
"3269","9oct",10,"p","ni_p10_5",6,12,22,NA,18,NA,2023-10-04,10
"3270","9oct",3,"p","plla",6,11,2.4,NA,2.5,NA,2023-10-04,10
"3271","9oct",3,"p","plla",6,10,3.3,NA,3.6,NA,2023-10-04,10
"3272","9oct",14,"c","shar",6,8,NA,0.02,NA,0.03,2023-10-04,10
"3273","9oct",14,"c","shar",6,7,NA,0.02,NA,0.01,2023-10-04,10
"3274","9oct",1,"w","shar",6,6,NA,0.02,NA,0.06,2023-10-04,10
"3275","9oct",8,"w","pore",6,6,NA,0.08,NA,0.05,2023-10-04,10
"3276","9oct",8,"w","pore",6,6,NA,0.02,NA,0.03,2023-10-04,10
"3277","9oct",8,"w","pore",6,5.5,NA,0.16,NA,0.09,2023-10-04,10
"3278","9oct",1,"w","shar",6,5,NA,0.02,NA,0.02,2023-10-04,10
"3279","9oct",14,"c","shar",6,5,NA,0.01,NA,0.01,2023-10-04,10
"3280","9oct",14,"c","shar",6,4.5,NA,0.01,NA,0.01,2023-10-04,10
"3281","9oct",1,"w","shar",6,4,NA,0.03,NA,0.02,2023-10-04,10
"3282","9oct",14,"c","shar",6,4,NA,0.02,NA,0.01,2023-10-04,10
"3283","9oct",1,"w","shar",6,3,NA,0.02,NA,0.02,2023-10-04,10
"3284","9oct",1,"w","shar",6,2,NA,0.02,NA,0.02,2023-10-04,10
"3285","0may",5,"wp","coar",5,50,NA,NA,NA,NA,2023-05-04,5
"3286","0may",5,"wp","coar",5,35,NA,NA,NA,NA,2023-05-04,5
"3287","0may",13,"wp","gedi",5,52,NA,NA,NA,NA,2023-05-04,5
"3288","0may",1,"w","gedi",5,36,NA,NA,NA,NA,2023-05-04,5
"3289","0may",1,"w","gedi",5,26,NA,NA,NA,NA,2023-05-04,5
"3290","0may",13,"wp","gedi",5,24,NA,NA,NA,NA,2023-05-04,5
"3291","0may",13,"wp","gedi",5,20,NA,NA,NA,NA,2023-05-04,5
"3292","0may",5,"wp","mear",5,50,NA,NA,NA,NA,2023-05-04,5
"3293","0may",5,"wp","mear",5,35,NA,NA,NA,NA,2023-05-04,5
"3294","0may",10,"p","mear",5,23,NA,NA,NA,NA,2023-05-04,5
"3295","0may",10,"p","mear",5,22,NA,NA,NA,NA,2023-05-04,5
"3296","0may",10,"p","mear",5,20,NA,NA,NA,NA,2023-05-04,5
"3297","0may",10,"p","mear",5,18,NA,NA,NA,NA,2023-05-04,5
"3298","0may",1,"w","poan",5,69,NA,NA,NA,NA,2023-05-04,5
"3299","0may",1,"w","poan",5,58,NA,NA,NA,NA,2023-05-04,5
"3300","0may",1,"w","poan",5,57,NA,NA,NA,NA,2023-05-04,5
"3301","0may",7,"c","pore",5,48,NA,NA,NA,NA,2023-05-04,5
"3302","0may",7,"c","pore",5,17,NA,NA,NA,NA,2023-05-04,5
"3303","0may",7,"c","rabu",5,42,NA,NA,NA,NA,2023-05-04,5
"3304","0may",7,"c","rabu",5,37,NA,NA,NA,NA,2023-05-04,5
"3305","0may",14,"c","rabu",5,36,NA,NA,NA,NA,2023-05-04,5
"3306","0may",14,"c","rabu",5,35,NA,NA,NA,NA,2023-05-04,5
"3307","0may",14,"c","rabu",5,31,NA,NA,NA,NA,2023-05-04,5
"3308","0may",14,"c","rabu",5,30.5,NA,NA,NA,NA,2023-05-04,5
"3309","0may",3,"p","rapa",5,29,NA,NA,NA,NA,2023-05-04,5
"3310","0may",3,"p","rapa",5,24,NA,NA,NA,NA,2023-05-04,5
"3311","0may",3,"p","rapa",5,21,NA,NA,NA,NA,2023-05-04,5
"3312","0may",2,"c","shar",5,30,NA,NA,NA,NA,2023-05-04,5
"3313","0may",2,"c","shar",5,30,NA,NA,NA,NA,2023-05-04,5
"3314","0may",2,"c","shar",5,25,NA,NA,NA,NA,2023-05-04,5
"3315","0may",1,"w","tono",5,30,NA,NA,NA,NA,2023-05-04,5
"3316","0may",1,"w","tono",5,29,NA,NA,NA,NA,2023-05-04,5
"3317","0may",1,"w","tono",5,15,NA,NA,NA,NA,2023-05-04,5
"3318","0may",1,"w","trdu",5,43,NA,NA,NA,NA,2023-05-04,5
"3319","0may",1,"w","trdu",5,40,NA,NA,NA,NA,2023-05-04,5
"3320","0may",1,"w","trdu",5,32,NA,NA,NA,NA,2023-05-04,5
"3321","0may",12,"wp","trre",5,44.5,NA,NA,NA,NA,2023-05-04,5
