"","year","date","block","plot","treatment","moose.cage","trap.type","trap.num","genus","species","code","abundance"
"511",2018,"2018-07-13","Ridge",4,"Logged","Exterior","pitfall","13","Aphaenogaster","picea","aphpic",1
"512",2018,"2018-07-13","Ridge",4,"Logged","Exterior","pitfall","16","Formica","subsericea","forsub3",1
"513",2018,"2018-07-13","Ridge",4,"Logged","Exterior","pitfall","17","Aphaenogaster","fulva","aphful",1
"514",2018,"2018-07-13","Ridge",4,"Logged","Exterior","pitfall","18","Aphaenogaster","picea","aphpic",3
"515",2018,"2018-07-13","Ridge",4,"Logged","Exterior","pitfall","19","Aphaenogaster","picea","aphpic",2
"516",2018,"2018-07-13","Ridge",4,"Logged","Exterior","pitfall","20","Aphaenogaster","picea","aphpic",9
"517",2018,"2018-07-13","Ridge",4,"Logged","Exterior","pitfall","23","Aphaenogaster","picea","aphpic",1
"518",2018,"2018-07-13","Ridge",4,"Logged","Exterior","pitfall","24","Aphaenogaster","picea","aphpic",2
"519",2018,"2018-07-13","Ridge",4,"Logged","Exterior","pitfall","25","Aphaenogaster","picea","aphpic",1
"520",2018,"2018-07-13","Ridge",4,"Logged","Exterior","pitfall","3","Camponotus","novaeboracensis","camnov",1
"521",2018,"2018-07-13","Ridge",4,"Logged","Exterior","pitfall","5","Aphaenogaster","fulva","aphful",2
"522",2018,"2018-07-13","Ridge",4,"Logged","Exterior","pitfall","7","Aphaenogaster","picea","aphpic",2
"523",2018,"2018-07-13","Ridge",4,"Logged","Interior","pitfall","1","Lasius","brevicornis","lasbre",4
"524",2018,"2018-07-13","Ridge",4,"Logged","Interior","pitfall","10","Aphaenogaster","fulva","aphful",8
"525",2018,"2018-07-13","Ridge",4,"Logged","Interior","pitfall","16","Aphaenogaster","picea","aphpic",2
"526",2018,"2018-07-13","Ridge",4,"Logged","Interior","pitfall","17","Aphaenogaster","picea","aphpic",1
"527",2018,"2018-07-13","Ridge",4,"Logged","Interior","pitfall","18","Aphaenogaster","fulva","aphful",1
"528",2018,"2018-07-13","Ridge",4,"Logged","Interior","pitfall","19","Aphaenogaster","fulva","aphful",1
"529",2018,"2018-07-13","Ridge",4,"Logged","Interior","pitfall","20","Aphaenogaster","picea","aphpic",2
"530",2018,"2018-07-13","Ridge",4,"Logged","Interior","pitfall","20","Lasius","aphidicolus","lasaph",3
"531",2018,"2018-07-13","Ridge",4,"Logged","Interior","pitfall","21","Aphaenogaster","picea","aphpic",3
"532",2018,"2018-07-13","Ridge",4,"Logged","Interior","pitfall","23","Aphaenogaster","picea","aphpic",3
"533",2018,"2018-07-13","Ridge",4,"Logged","Interior","pitfall","24","Aphaenogaster","picea","aphpic",2
"534",2018,"2018-07-13","Ridge",4,"Logged","Interior","pitfall","25","Aphaenogaster","fulva","aphful",3
